Row Labels,Sum of Global warming: monthly temperature anomaly
1979-01-15,0.09
1979-02-15,-0.1
1979-03-15,0.19
1979-04-15,0.15
1979-05-15,0.04
1979-06-15,0.14
1979-07-15,0.04
1979-08-15,0.17
1979-09-15,0.25
1979-10-15,0.26
1979-11-15,0.28
1979-12-15,0.48
1980-01-15,0.3
1980-02-15,0.39
1980-03-15,0.3
1980-04-15,0.3
1980-05-15,0.35
1980-06-15,0.2
1980-07-15,0.22
1980-08-15,0.18
1980-09-15,0.2
1980-10-15,0.13
1980-11-15,0.3
1980-12-15,0.22
1981-01-15,0.53
1981-02-15,0.42
1981-03-15,0.48
1981-04-15,0.32
1981-05-15,0.24
1981-06-15,0.29
1981-07-15,0.32
1981-08-15,0.35
1981-09-15,0.15
1981-10-15,0.12
1981-11-15,0.23
1981-12-15,0.41
1982-01-15,0.05
1982-02-15,0.15
1982-03-15,0.03
1982-04-15,0.15
1982-05-15,0.18
1982-06-15,0.05
1982-07-15,0.15
1982-08-15,0.03
1982-09-15,0.14
1982-10-15,0.13
1982-11-15,0.18
1982-12-15,0.42
1983-01-15,0.53
1983-02-15,0.43
1983-03-15,0.41
1983-04-15,0.27
1983-05-15,0.34
1983-06-15,0.22
1983-07-15,0.18
1983-08-15,0.36
1983-09-15,0.37
1983-10-15,0.17
1983-11-15,0.3
1983-12-15,0.17
1984-01-15,0.31
1984-02-15,0.14
1984-03-15,0.26
1984-04-15,0.06
1984-05-15,0.33
1984-06-15,0.02
1984-07-15,0.19
1984-08-15,0.19
1984-09-15,0.21
1984-10-15,0.14
1984-11-15,0.07
1984-12-15,-0.04
1985-01-15,0.22
1985-02-15,-0.04
1985-03-15,0.17
1985-04-15,0.12
1985-05-15,0.14
1985-06-15,0.15
1985-07-15,0.04
1985-08-15,0.17
1985-09-15,0.13
1985-10-15,0.11
1985-11-15,0.05
1985-12-15,0.14
1986-01-15,0.26
1986-02-15,0.37
1986-03-15,0.3
1986-04-15,0.22
1986-05-15,0.21
1986-06-15,0.12
1986-07-15,0.11
1986-08-15,0.16
1986-09-15,0.03
1986-10-15,0.15
1986-11-15,0.1
1986-12-15,0.13
1987-01-15,0.32
1987-02-15,0.43
1987-03-15,0.18
1987-04-15,0.24
1987-05-15,0.25
1987-06-15,0.35
1987-07-15,0.4
1987-08-15,0.25
1987-09-15,0.35
1987-10-15,0.33
1987-11-15,0.29
1987-12-15,0.46
1988-01-15,0.56
1988-02-15,0.44
1988-03-15,0.51
1988-04-15,0.42
1988-05-15,0.44
1988-06-15,0.4
1988-07-15,0.33
1988-08-15,0.39
1988-09-15,0.36
1988-10-15,0.38
1988-11-15,0.12
1988-12-15,0.29
1989-01-15,0.12
1989-02-15,0.3
1989-03-15,0.36
1989-04-15,0.29
1989-05-15,0.17
1989-06-15,0.15
1989-07-15,0.34
1989-08-15,0.33
1989-09-15,0.34
1989-10-15,0.29
1989-11-15,0.2
1989-12-15,0.37
1990-01-15,0.41
1990-02-15,0.44
1990-03-15,0.8
1990-04-15,0.56
1990-05-15,0.45
1990-06-15,0.37
1990-07-15,0.45
1990-08-15,0.34
1990-09-15,0.23
1990-10-15,0.44
1990-11-15,0.46
1990-12-15,0.4
1991-01-15,0.42
1991-02-15,0.5
1991-03-15,0.35
1991-04-15,0.51
1991-05-15,0.35
1991-06-15,0.53
1991-07-15,0.47
1991-08-15,0.39
1991-09-15,0.44
1991-10-15,0.29
1991-11-15,0.3
1991-12-15,0.32
1992-01-15,0.47
1992-02-15,0.4
1992-03-15,0.48
1992-04-15,0.27
1992-05-15,0.31
1992-06-15,0.26
1992-07-15,0.09
1992-08-15,0.08
1992-09-15,-0.01
1992-10-15,0.06
1992-11-15,0.03
1992-12-15,0.22
1993-01-15,0.34
1993-02-15,0.37
1993-03-15,0.36
1993-04-15,0.28
1993-05-15,0.28
1993-06-15,0.23
1993-07-15,0.25
1993-08-15,0.11
1993-09-15,0.11
1993-10-15,0.23
1993-11-15,0.04
1993-12-15,0.18
1994-01-15,0.26
1994-02-15,0.02
1994-03-15,0.29
1994-04-15,0.41
1994-05-15,0.28
1994-06-15,0.44
1994-07-15,0.3
1994-08-15,0.21
1994-09-15,0.31
1994-10-15,0.42
1994-11-15,0.44
1994-12-15,0.39
1995-01-15,0.52
1995-02-15,0.79
1995-03-15,0.47
1995-04-15,0.47
1995-05-15,0.27
1995-06-15,0.43
1995-07-15,0.45
1995-08-15,0.45
1995-09-15,0.33
1995-10-15,0.47
1995-11-15,0.44
1995-12-15,0.26
1996-01-15,0.24
1996-02-15,0.46
1996-03-15,0.32
1996-04-15,0.33
1996-05-15,0.27
1996-06-15,0.25
1996-07-15,0.36
1996-08-15,0.48
1996-09-15,0.25
1996-10-15,0.24
1996-11-15,0.38
1996-12-15,0.37
1997-01-15,0.33
1997-02-15,0.4
1997-03-15,0.52
1997-04-15,0.33
1997-05-15,0.34
1997-06-15,0.54
1997-07-15,0.33
1997-08-15,0.41
1997-09-15,0.52
1997-10-15,0.61
1997-11-15,0.64
1997-12-15,0.59
1998-01-15,0.58
1998-02-15,0.88
1998-03-15,0.63
1998-04-15,0.63
1998-05-15,0.68
1998-06-15,0.77
1998-07-15,0.66
1998-08-15,0.65
1998-09-15,0.42
1998-10-15,0.41
1998-11-15,0.43
1998-12-15,0.55
1999-01-15,0.48
1999-02-15,0.64
1999-03-15,0.32
1999-04-15,0.32
1999-05-15,0.26
1999-06-15,0.36
1999-07-15,0.38
1999-08-15,0.31
1999-09-15,0.38
1999-10-15,0.34
1999-11-15,0.37
1999-12-15,0.4
2000-01-15,0.25
2000-02-15,0.56
2000-03-15,0.55
2000-04-15,0.57
2000-05-15,0.36
2000-06-15,0.4
2000-07-15,0.39
2000-08-15,0.42
2000-09-15,0.38
2000-10-15,0.26
2000-11-15,0.3
2000-12-15,0.28
2001-01-15,0.45
2001-02-15,0.44
2001-03-15,0.55
2001-04-15,0.5
2001-05-15,0.58
2001-06-15,0.52
2001-07-15,0.59
2001-08-15,0.49
2001-09-15,0.52
2001-10-15,0.5
2001-11-15,0.72
2001-12-15,0.56
2002-01-15,0.77
2002-02-15,0.79
2002-03-15,0.88
2002-04-15,0.58
2002-05-15,0.64
2002-06-15,0.53
2002-07-15,0.62
2002-08-15,0.53
2002-09-15,0.63
2002-10-15,0.54
2002-11-15,0.59
2002-12-15,0.44
2003-01-15,0.74
2003-02-15,0.58
2003-03-15,0.6
2003-04-15,0.55
2003-05-15,0.6
2003-06-15,0.48
2003-07-15,0.58
2003-08-15,0.65
2003-09-15,0.62
2003-10-15,0.73
2003-11-15,0.53
2003-12-15,0.75
2004-01-15,0.58
2004-02-15,0.73
2004-03-15,0.63
2004-04-15,0.61
2004-05-15,0.37
2004-06-15,0.44
2004-07-15,0.26
2004-08-15,0.46
2004-09-15,0.5
2004-10-15,0.61
2004-11-15,0.72
2004-12-15,0.51
2005-01-15,0.74
2005-02-15,0.6
2005-03-15,0.74
2005-04-15,0.67
2005-05-15,0.63
2005-06-15,0.65
2005-07-15,0.61
2005-08-15,0.6
2005-09-15,0.71
2005-10-15,0.75
2005-11-15,0.73
2005-12-15,0.68
2006-01-15,0.56
2006-02-15,0.73
2006-03-15,0.63
2006-04-15,0.47
2006-05-15,0.48
2006-06-15,0.66
2006-07-15,0.54
2006-08-15,0.7
2006-09-15,0.65
2006-10-15,0.7
2006-11-15,0.74
2006-12-15,0.79
2007-01-15,1.02
2007-02-15,0.7
2007-03-15,0.71
2007-04-15,0.76
2007-05-15,0.69
2007-06-15,0.61
2007-07-15,0.59
2007-08-15,0.6
2007-09-15,0.6
2007-10-15,0.59
2007-11-15,0.59
2007-12-15,0.5
2008-01-15,0.3
2008-02-15,0.38
2008-03-15,0.75
2008-04-15,0.54
2008-05-15,0.5
2008-06-15,0.49
2008-07-15,0.6
2008-08-15,0.45
2008-09-15,0.61
2008-10-15,0.67
2008-11-15,0.69
2008-12-15,0.54
2009-01-15,0.65
2009-02-15,0.52
2009-03-15,0.53
2009-04-15,0.61
2009-05-15,0.65
2009-06-15,0.64
2009-07-15,0.73
2009-08-15,0.69
2009-09-15,0.71
2009-10-15,0.66
2009-11-15,0.79
2009-12-15,0.67
2010-01-15,0.75
2010-02-15,0.83
2010-03-15,0.92
2010-04-15,0.85
2010-05-15,0.75
2010-06-15,0.68
2010-07-15,0.63
2010-08-15,0.67
2010-09-15,0.63
2010-10-15,0.71
2010-11-15,0.81
2010-12-15,0.45
2011-01-15,0.52
2011-02-15,0.48
2011-03-15,0.65
2011-04-15,0.64
2011-05-15,0.53
2011-06-15,0.62
2011-07-15,0.7
2011-08-15,0.75
2011-09-15,0.56
2011-10-15,0.65
2011-11-15,0.59
2011-12-15,0.6
2012-01-15,0.47
2012-02-15,0.49
2012-03-15,0.56
2012-04-15,0.72
2012-05-15,0.78
2012-06-15,0.64
2012-07-15,0.58
2012-08-15,0.66
2012-09-15,0.72
2012-10-15,0.8
2012-11-15,0.78
2012-12-15,0.53
2013-01-15,0.71
2013-02-15,0.62
2013-03-15,0.67
2013-04-15,0.53
2013-05-15,0.6
2013-06-15,0.69
2013-07-15,0.6
2013-08-15,0.7
2013-09-15,0.76
2013-10-15,0.69
2013-11-15,0.83
2013-12-15,0.7
2014-01-15,0.76
2014-02-15,0.55
2014-03-15,0.78
2014-04-15,0.8
2014-05-15,0.86
2014-06-15,0.67
2014-07-15,0.58
2014-08-15,0.83
2014-09-15,0.87
2014-10-15,0.8
2014-11-15,0.66
2014-12-15,0.78
2015-01-15,0.87
2015-02-15,0.9
2015-03-15,0.96
2015-04-15,0.75
2015-05-15,0.79
2015-06-15,0.81
2015-07-15,0.73
2015-08-15,0.79
2015-09-15,0.85
2015-10-15,1.09
2015-11-15,1.06
2015-12-15,1.17
2016-01-15,1.18
2016-02-15,1.37
2016-03-15,1.35
2016-04-15,1.09
2016-05-15,0.95
2016-06-15,0.81
2016-07-15,0.84
2016-08-15,1.02
2016-09-15,0.9
2016-10-15,0.88
2016-11-15,0.92
2016-12-15,0.87
2017-01-15,1.03
2017-02-15,1.14
2017-03-15,1.16
2017-04-15,0.94
2017-05-15,0.91
2017-06-15,0.72
2017-07-15,0.82
2017-08-15,0.87
2017-09-15,0.77
2017-10-15,0.9
2017-11-15,0.88
2017-12-15,0.93
2018-01-15,0.83
2018-02-15,0.85
2018-03-15,0.88
2018-04-15,0.88
2018-05-15,0.81
2018-06-15,0.77
2018-07-15,0.83
2018-08-15,0.77
2018-09-15,0.8
2018-10-15,1.01
2018-11-15,0.82
2018-12-15,0.92
2019-01-15,0.93
2019-02-15,0.95
2019-03-15,1.17
2019-04-15,1.01
2019-05-15,0.85
2019-06-15,0.9
2019-07-15,0.94
2019-08-15,0.95
2019-09-15,0.92
2019-10-15,1
2019-11-15,0.99
2019-12-15,1.09
2020-01-15,1.17
2020-02-15,1.24
2020-03-15,1.17
2020-04-15,1.12
2020-05-15,1.01
2020-06-15,0.91
2020-07-15,0.89
2020-08-15,0.87
2020-09-15,0.98
2020-10-15,0.88
2020-11-15,1.1
2020-12-15,0.8
2021-01-15,0.81
2021-02-15,0.64
2021-03-15,0.89
2021-04-15,0.76
2021-05-15,0.79
2021-06-15,0.84
2021-07-15,0.92
2021-08-15,0.82
2021-09-15,0.92
2021-10-15,0.99
2021-11-15,0.93
2021-12-15,0.86
2022-01-15,0.91
2022-02-15,0.89
2022-03-15,1.05
2022-04-15,0.84
2022-05-15,0.84
2022-06-15,0.92
2022-07-15,0.94
2022-08-15,0.95
2022-09-15,0.89
2022-10-15,0.96
2022-11-15,0.73
2022-12-15,0.8
2023-01-15,0.88
2023-02-15,0.98
2023-03-15,1.22
2023-04-15,1
2023-05-15,0.94
2023-06-15,1.08
2023-07-15,1.19
2023-08-15,1.19
2023-09-15,1.48
2023-10-15,1.34
2023-11-15,1.43
2023-12-15,1.35
2024-01-15,1.22
2024-02-15,1.43
2024-03-15,1.4
2024-04-15,1.32
2024-05-15,1.16
2024-06-15,1.21
